,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9578660555131143,0.12883900671618104,0.0,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8558098402677797,0.02517200497984391,0.7233883142471313,0.8426544368267059,0.8574201464653015,0.8711352944374084,0.9490249156951904
bert_precision,255.0,0.8653935191678066,0.028509650530293206,0.764945924282074,0.8495969474315643,0.8675355911254883,0.8840725719928741,0.9459441900253296
bert_recall,255.0,0.84705891048207,0.030472364498187653,0.6173889636993408,0.8326245546340942,0.8484935760498047,0.8636383414268494,0.9521256685256958
bleu1,255.0,0.2217480297581474,0.09758701433079235,0.0,0.15789473684210523,0.22206201100690554,0.28692493946731235,0.6071428571428571
bleu2,255.0,0.11699324075004731,0.08990582158027721,0.0,0.05861480913618047,0.10928539164349445,0.17296705580919436,0.5610836076867821
bleu3,255.0,0.07133299907310585,0.08365509421700756,0.0,4.522185230965705e-103,0.05238093120483636,0.12289097272799154,0.5291110234516087
bleu4,255.0,0.043253270919991066,0.0729050383728836,0.0,3.3600160496827836e-155,1.2757479546560803e-78,0.08184175034914637,0.5028389768386338
contextual_relevancy,255.0,0.8179303210007876,0.20102049920195983,0.16666666666666666,0.7142857142857143,0.8666666666666667,1.0,1.0
factual_correctness,255.0,0.7033591534105553,0.2125491791410207,0.08637043439412975,0.583494536818878,0.7799249973356898,0.8817574472859961,1.0
faithfulness,255.0,0.8779738562091502,0.25551577402359843,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.4627450980392157,0.4995906924333495,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.30680409955992666,0.10170667172398966,0.028602860286028604,0.22941970310391363,0.3090909090909091,0.3783783783783784,0.7241379310344829
rouge2,255.0,0.1134113335382286,0.08989295914054891,0.0,0.04633273703041145,0.09523809523809523,0.1604597701149425,0.6071428571428571
rougeL,255.0,0.23869784829128834,0.09630108886574962,0.017601760176017597,0.16454472199838838,0.22988505747126436,0.29240887914497127,0.7241379310344829
