,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9766433239962652,0.08964152643405318,0.3333333333333333,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8552215763166839,0.02656515003838006,0.7233883142471313,0.8411522805690765,0.8570488691329956,0.8707213997840881,0.9397351741790771
bert_precision,255.0,0.8668631918290082,0.027768802873830795,0.7357121706008911,0.8521143794059753,0.8673679828643799,0.8841164112091064,0.9542292356491089
bert_recall,255.0,0.8444444502101225,0.03257804330533006,0.6173889636993408,0.8280360400676727,0.8477097153663635,0.863757312297821,0.9423049688339233
bleu1,255.0,0.21370161712812613,0.10689989239820995,0.0,0.14226780958115678,0.20364010828025725,0.28201790542551164,0.6428571428571429
bleu2,255.0,0.11356517627769307,0.09575913411842332,0.0,0.04538442381865988,0.09922491501739725,0.16507116805581395,0.5773502691896258
bleu3,255.0,0.06878387665324606,0.08804054691682095,0.0,3.638847519703499e-103,0.042138048204737565,0.11307088184580032,0.5391859815249466
bleu4,255.0,0.04272992792700561,0.07592319293155703,0.0,2.5582705094966454e-155,9.34558603479544e-79,0.07611377848963978,0.5100759298724028
contextual_relevancy,255.0,0.8180545883770659,0.1966507255719677,0.18181818181818182,0.7142857142857143,0.8636363636363636,1.0,1.0
factual_correctness,255.0,0.7470920139550311,0.2054513615567284,0.0,0.705078806625689,0.8349902876860501,0.8924141816322564,1.0000000000000002
faithfulness,255.0,0.8590849673202614,0.2812359287284868,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.4980392156862745,0.5009794328681196,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.3072425250579768,0.10958895188615438,0.0,0.23294573643410854,0.3076923076923077,0.3645104895104895,0.7368421052631579
rouge2,255.0,0.11645738944057243,0.0962331117250187,0.0,0.04396135265700483,0.09638554216867469,0.16754385964912283,0.6181818181818183
rougeL,255.0,0.24151305278069357,0.10461700641096798,0.0,0.1686746987951807,0.225,0.29864864864864865,0.7017543859649122
