,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9647956618544853,0.12363026898472977,0.0,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8538629861438976,0.02724761057823084,0.7092239856719971,0.8397075831890106,0.8561655282974243,0.8702333569526672,0.9406059384346008
bert_precision,255.0,0.8637632706586053,0.03118404798637464,0.6638307571411133,0.8493629693984985,0.865628719329834,0.8795442879199982,0.9649274945259094
bert_recall,255.0,0.8447948846162534,0.031201752450392525,0.6173889636993408,0.8320313096046448,0.8464584350585938,0.8637760281562805,0.9488943219184875
bleu1,255.0,0.2227550953302503,0.10799712641267765,0.0,0.15298495507113286,0.21788010425720947,0.2864916417364962,0.7407407407407407
bleu2,255.0,0.1185217915400354,0.09609615968662488,0.0,0.057092864422706675,0.11020775375559676,0.1726576076893144,0.6751595780557778
bleu3,255.0,0.07157070603602271,0.08734352331940318,0.0,4.1298578563754154e-103,0.05549380940467849,0.11766630013223763,0.6218553130603535
bleu4,255.0,0.042653818183282365,0.07467651440687062,0.0,3.0187717944538345e-155,1.3255561932133332e-78,0.07900296511140684,0.5741156866422447
contextual_relevancy,255.0,0.8158545980514418,0.19671853372400097,0.14285714285714285,0.7222222222222222,0.85,1.0,1.0
factual_correctness,255.0,0.6646454439072317,0.22504491283088884,0.10241276911749611,0.5044437583359307,0.7517890387755259,0.8344129287653099,1.0
faithfulness,255.0,0.8778431372549018,0.2597914766552201,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.48627450980392156,0.5007944899837512,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.30461908432856105,0.10679069740292242,0.0,0.23988491278547025,0.30555555555555564,0.37161352193718533,0.7719298245614036
rouge2,255.0,0.11019101659362096,0.08871323440024059,0.0,0.04168475900998697,0.099009900990099,0.15737874097007223,0.6545454545454547
rougeL,255.0,0.2383776476297788,0.10003662201400569,0.0,0.1708206686930091,0.23076923076923075,0.2905118601747815,0.7719298245614036
