,answer_relevancy,answer_relevancy,answer_relevancy,answer_relevancy,answer_relevancy,faithfulness,faithfulness,faithfulness,faithfulness,faithfulness,contextual_relevancy,contextual_relevancy,contextual_relevancy,contextual_relevancy,contextual_relevancy,hallucination,hallucination,hallucination,hallucination,hallucination,factual_correctness,factual_correctness,factual_correctness,factual_correctness,factual_correctness,bleu1,bleu1,bleu1,bleu1,bleu1,bleu2,bleu2,bleu2,bleu2,bleu2,bleu3,bleu3,bleu3,bleu3,bleu3,bleu4,bleu4,bleu4,bleu4,bleu4,rouge1,rouge1,rouge1,rouge1,rouge1,rouge2,rouge2,rouge2,rouge2,rouge2,rougeL,rougeL,rougeL,rougeL,rougeL,bert_precision,bert_precision,bert_precision,bert_precision,bert_precision,bert_recall,bert_recall,bert_recall,bert_recall,bert_recall,bert_f1,bert_f1,bert_f1,bert_f1,bert_f1
,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max,count,mean,std,min,max
source_file,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1001586_chapter_04.txt,5,0.7,0.4149966532662911,0.0,1.0,5,1.0,0.0,1.0,1.0,5,0.6417543859649123,0.2172479594847257,0.3333333333333333,0.8421052631578947,5,0.8,0.4472135954999579,0.0,1.0,5,0.5296491823400327,0.27004776366624994,0.1562176500885798,0.85,5,0.19137311295313292,0.18727042804284974,0.0,0.3900014682550406,5,0.11471635734764256,0.1158499683221265,0.0,0.2493841780794358,5,0.08329247284643501,0.08827997019254703,0.0,0.18802005549027595,5,0.052581904571028105,0.07232514168184567,0.0,0.14113152004864024,5,0.2901259120455183,0.16498380651721944,0.07547169811320756,0.45714285714285713,5,0.08832319364151994,0.081584991949912,0.0,0.15929203539823006,5,0.2265443418519711,0.12583967700787746,0.03773584905660378,0.34285714285714286,5,0.8722431063652039,0.022383176538893587,0.8414754271507263,0.9012126922607422,5,0.8375905275344848,0.024691860431294253,0.8000829219818115,0.8616087436676025,5,0.854424512386322,0.02027561916743917,0.8299895524978638,0.8707402944564819
1001586_chapter_051.txt,5,0.96,0.08944271909999156,0.8,1.0,5,0.72,0.4381780460041329,0.0,1.0,5,0.8423529411764706,0.2558113491750943,0.4117647058823529,1.0,5,0.6,0.5477225575051661,0.0,1.0,5,0.7388512073518421,0.11503056767631072,0.5824430562181202,0.8880797071719778,5,0.15032253062789974,0.10966619541036167,0.07295093571562561,0.3400398041110252,5,0.03975218989177175,0.08888859885248163,2.2701381082415207e-155,0.19876094945885872,5,0.028808642314039005,0.06441808255366807,1.6320670673658677e-204,0.14404321157019503,5,0.018233706809858138,0.040771807908643626,3.648956622645728e-232,0.09116853404929069,5,0.2382534439976042,0.08758572447669012,0.16129032258064516,0.3655913978494624,5,0.03096624596264106,0.045660954842388114,0.0,0.10989010989010989,5,0.1621519066769345,0.06999047618785667,0.10666666666666666,0.2795698924731182,5,0.8557419419288635,0.014942439007810369,0.8336701393127441,0.8736885786056519,5,0.8315674185752868,0.021026855076673713,0.8012787103652954,0.8578594923019409,5,0.8433768391609192,0.015199253658506282,0.8252782821655273,0.8657017350196838
1001586_chapter_052.txt,5,0.9166666666666666,0.11785113019775792,0.75,1.0,5,0.9,0.22360679774997896,0.5,1.0,5,0.7575000000000001,0.12239895874573775,0.6,0.9375,5,0.4,0.5477225575051661,0.0,1.0,5,0.7354358178097115,0.04951788546067531,0.6679178699175392,0.8012696959460932,5,0.18351048953842847,0.04420857732879662,0.1566137330283048,0.25925925925925924,5,0.05315628860274082,0.07769387881268684,4.0680916344595086e-155,0.1713187229166822,5,0.037560901860150486,0.055073817420195896,2.9246671643122702e-204,0.12175311950968869,5,0.015181662887065087,0.03394723022696325,6.538936929519805e-232,0.07590831443532543,5,0.2903250773993808,0.04628489443651834,0.24561403508771928,0.35294117647058826,5,0.08157590001068263,0.06564402288151769,0.0,0.15999999999999998,5,0.20668214654282763,0.030918391274258036,0.17543859649122806,0.2549019607843137,5,0.8836650252342224,0.022571855017306533,0.8599063754081726,0.9077190160751343,5,0.8550662279129029,0.015716950983850845,0.8298360109329224,0.8716254234313965,5,0.8690193176269532,0.01580102298620635,0.8446036577224731,0.8851906061172485
1001586_chapter_053.txt,5,1.0,0.0,1.0,1.0,5,1.0,0.0,1.0,1.0,5,0.8533492822966509,0.13571047298809344,0.7272727272727273,1.0,5,0.2,0.4472135954999579,0.0,1.0,5,0.7354830109653286,0.15166948188380372,0.48785106244573473,0.9,5,0.152961385867451,0.091937425225009,0.05725257928322702,0.2735898465047728,5,0.07804446961380344,0.0764651848395001,1.7569558430212242e-155,0.17119257858885556,5,0.03556656826918843,0.04964390486294514,1.230454658212132e-204,0.10253099598425573,5,0.017240797103187662,0.03855159430900907,2.7173186578471865e-232,0.08620398551593832,5,0.29666372437482325,0.1035783424589339,0.16470588235294117,0.4144144144144144,5,0.10370711471628902,0.11287757444432345,0.0,0.25396825396825395,5,0.2352783566499161,0.09952253662554988,0.11764705882352942,0.36923076923076925,5,0.8781664252281189,0.032745168506472834,0.8305946588516235,0.913520336151123,5,0.82098548412323,0.016461790859053256,0.80379319190979,0.8424705266952515,5,0.8484740376472473,0.022059270668553302,0.8169741630554199,0.8722631335258484
1001586_chapter_054.txt,5,1.0,0.0,1.0,1.0,5,1.0,0.0,1.0,1.0,5,0.8779220779220779,0.11222688029080967,0.7857142857142857,1.0,5,0.2,0.4472135954999579,0.0,1.0,5,0.6616458284007166,0.10886949216342995,0.5266956394754555,0.7679178692681616,5,0.31965578731733546,0.07122590053478467,0.26601793705829224,0.40625,5,0.21035604713709258,0.04160557253476845,0.15856963441352012,0.25597693948554645,5,0.13303797792331362,0.07670712351317702,8.2026752519755e-103,0.1937009599471982,5,0.07819171654186116,0.07426509222744541,5.315293932346088e-155,0.1570010279557659,5,0.3585465640385549,0.07271849056125503,0.30303030303030304,0.463768115942029,5,0.17744572591587518,0.034633650762747555,0.13636363636363635,0.20895522388059704,5,0.29954926842798696,0.07429596045311784,0.2105263157894737,0.37681159420289856,5,0.8933419585227966,0.015225470196507707,0.8722574710845947,0.9079123735427856,5,0.8729010105133057,0.011994883733245186,0.8616426587104797,0.8888925313949585,5,0.8829931855201721,0.01325135275799942,0.8669175505638123,0.8979234099388123
1001586_chapter_056.txt,5,1.0,0.0,1.0,1.0,5,0.9,0.22360679774997896,0.5,1.0,5,0.9666666666666666,0.07453559924999298,0.8333333333333334,1.0,5,0.0,0.0,0.0,0.0,5,0.7523986063262438,0.10995643122781287,0.65,0.9,5,0.2544002875715437,0.11406676007198008,0.13026938114953387,0.4166666666666667,5,0.14264869056722257,0.08863209441146729,0.06016884981907948,0.26919095102908275,5,0.0789171280544971,0.08561573190861556,3.465823023094525e-103,0.19062520133502042,5,0.047897629389429534,0.0662614173758335,2.3624043557273914e-155,0.13308442527111022,5,0.3068098170442266,0.10358152520206487,0.20408163265306123,0.47058823529411764,5,0.10281616891676701,0.06026982497331962,0.0425531914893617,0.17204301075268816,5,0.2507176797844644,0.08369538256987022,0.163265306122449,0.35294117647058826,5,0.885068702697754,0.009471863983723737,0.8762888312339783,0.8991340398788452,5,0.8544633388519287,0.020050430262753993,0.8394366502761841,0.8889822959899902,5,0.8694424152374267,0.013910424113021262,0.8597257137298584,0.8940293788909912
1001586_chapter_061.txt,5,1.0,0.0,1.0,1.0,5,0.5333333333333333,0.36132472314464664,0.0,1.0,5,0.7097125097125098,0.2677382778698242,0.45454545454545453,1.0,5,0.4,0.5477225575051662,0.0,1.0,5,0.6285716064740619,0.19244114891509068,0.33205294780755434,0.7971465035738302,5,0.1523885008060632,0.08972703226383455,0.03957108326544777,0.2413793103448276,5,0.0704840906987515,0.054894576967579926,1.352476745958955e-155,0.12846404619035337,5,0.014221094455777562,0.031799333917564,1.0693798518925474e-204,0.0711054722788878,5,2.9204778233877593e-79,6.530386939875655e-79,2.5003784110534006e-232,1.4602389116938797e-78,5,0.2650466802274031,0.05628569332098413,0.19047619047619047,0.3333333333333333,5,0.06168526051269332,0.04023021310897762,0.024691358024691357,0.125,5,0.1947261484610882,0.04773794293997337,0.14285714285714285,0.24074074074074076,5,0.8437238812446595,0.023710643160276396,0.8079773783683777,0.8740047216415405,5,0.8232529044151307,0.028098089320247585,0.790315568447113,0.8481036424636841,5,0.8332871317863464,0.024543309474395102,0.7990488409996033,0.8608593940734863
1001586_chapter_062.txt,5,0.9333333333333332,0.14907119849998599,0.6666666666666666,1.0,5,0.8,0.4472135954999579,0.0,1.0,5,0.8269453044375645,0.1531639777495522,0.5882352941176471,0.95,5,0.4,0.5477225575051661,0.0,1.0,5,0.6249062678664006,0.14996169630091855,0.43259725709258046,0.7869591763967596,5,0.06655428448358303,0.06384453621306299,0.007549345855579625,0.15967029254174242,5,0.02370660407730546,0.035449849713654245,2.252223747543506e-156,0.08453528427094302,5,0.01312331724749107,0.021320938135311395,1.700344186668432e-205,0.049035872960495185,5,2.7869491762603593e-79,4.6397050573737024e-79,3.8901167815143597e-233,1.06992832587547e-78,5,0.17744513850935398,0.06790502583942513,0.08000000000000002,0.24761904761904763,5,0.03807045101348529,0.04096410628300586,0.0,0.09638554216867469,5,0.12689932961399314,0.04829223010051104,0.07594936708860758,0.18823529411764706,5,0.8581041812896728,0.014012082755436306,0.8429708480834961,0.8724310398101807,5,0.8023939013481141,0.014391327747123279,0.787990152835846,0.8257220983505249,5,0.8292035460472107,0.009316091941959571,0.8185634613037109,0.8422953486442566
