,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9356395891690009,0.15823055781655412,0.0,1.0,1.0,1.0,1.0
bert_f1,255.0,0.852248646698746,0.033860806701211575,0.6159635782241821,0.8397161364555359,0.856274425983429,0.8720578551292419,0.9509016275405884
bert_precision,255.0,0.860845242060867,0.03795685118058151,0.6372709274291992,0.8427145779132843,0.8671860098838806,0.8814626634120941,0.9579899311065674
bert_recall,255.0,0.8445155812244789,0.036783133656455205,0.5903762578964233,0.83037269115448,0.8491566181182861,0.8647472858428955,0.9471999406814575
bleu1,255.0,0.22456040774470576,0.10797661801369282,0.0,0.15160739007423615,0.2211821590360069,0.29744256423004534,0.7054014374088451
bleu2,255.0,0.11541095448406694,0.0958517898333579,0.0,0.052091874051467826,0.10403129732205985,0.16930406415300628,0.6492218466902328
bleu3,255.0,0.0688168598102213,0.08775556728912895,0.0,4.076209473541841e-103,0.0460332029991248,0.1163816264161748,0.6278695683265217
bleu4,255.0,0.04203557411115029,0.07688746423703488,0.0,2.926959676148951e-155,1.110758350799889e-78,0.08208623916081012,0.6099591026980941
contextual_relevancy,255.0,0.8214423473369622,0.19374765059773472,0.2222222222222222,0.7171428571428571,0.8571428571428571,1.0,1.0
factual_correctness,255.0,0.6999839045743482,0.20848631326974396,0.004742587620689798,0.6078579833069453,0.7777299866333615,0.8520896135169129,0.9999999999999998
faithfulness,255.0,0.8584191062045734,0.2743558488693817,0.0,0.8,1.0,1.0,1.0
hallucination,255.0,0.47058823529411764,0.5001157809440088,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.30499086157631317,0.11358786380183242,0.0,0.22839046199701935,0.3055555555555556,0.37573529411764706,0.8
rouge2,255.0,0.1067439553887101,0.09386086297306699,0.0,0.0365304420350292,0.08888888888888888,0.15,0.6511627906976744
rougeL,255.0,0.2380497788775391,0.10427353377828961,0.0,0.162092423176167,0.23255813953488372,0.2898550724637681,0.7555555555555555
