,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9632788671023965,0.11449592054819245,0.3333333333333333,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8534715114855299,0.02453971525246126,0.7233883142471313,0.8399262428283691,0.8553346991539001,0.8673834800720215,0.9328221678733826
bert_precision,255.0,0.8637473412588531,0.02644775894218948,0.7707867622375488,0.8494016230106354,0.8643227815628052,0.8798687756061554,0.9347335696220398
bert_recall,255.0,0.8439992582096772,0.030527880974391457,0.6173889636993408,0.8281297385692596,0.8463742733001709,0.8591432869434357,0.9476038217544556
bleu1,255.0,0.22508561341736225,0.10370515120255269,0.0,0.15523357202024946,0.21739130434782608,0.2921819293577115,0.6
bleu2,255.0,0.11559180855309151,0.09262588889711715,0.0,0.0506923292233207,0.10590867629499913,0.1674951921546488,0.5381962211069427
bleu3,255.0,0.06890644699600841,0.08506863155822122,0.0,4.1347258407934165e-103,0.04342480166109943,0.11794009001898598,0.5023292715480745
bleu4,255.0,0.040826882263838266,0.0731920009057113,0.0,3.0223558556449343e-155,1.0339289817656877e-78,0.07010680610562403,0.4742238106152008
contextual_relevancy,255.0,0.8158123598401088,0.1899327848243315,0.2222222222222222,0.6923076923076923,0.8518518518518519,1.0,1.0
factual_correctness,255.0,0.681468959689239,0.19698877101299134,0.06975380815348761,0.5850460704191679,0.7388700862583891,0.826459951678195,1.0
faithfulness,255.0,0.85,0.28375759497044667,0.0,0.75,1.0,1.0,1.0
hallucination,255.0,0.4980392156862745,0.5009794328681196,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.3065939058996281,0.10490028021022217,0.0,0.24261933229099603,0.3043478260869565,0.3774244833068362,0.7586206896551724
rouge2,255.0,0.10647033143227738,0.08865455374240092,0.0,0.036167429692609554,0.09090909090909093,0.15384615384615385,0.6071428571428571
rougeL,255.0,0.23708248896636128,0.09859268590965914,0.0,0.1643835616438356,0.22857142857142856,0.2937254901960784,0.7586206896551724
