,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9598336304218656,0.12723145178559067,0.09090909090909091,1.0,1.0,1.0,1.0
bert_f1,255.0,0.854086455410602,0.029724980512058543,0.6588403582572937,0.8412314355373383,0.8558790683746338,0.8698155581951141,0.9407352805137634
bert_precision,255.0,0.8648850062314202,0.03472398000594205,0.6155840158462524,0.8520608842372894,0.8668062686920166,0.8835790455341339,0.9547107815742493
bert_recall,255.0,0.8441800729901183,0.03183018909501965,0.6173889636993408,0.8282680511474609,0.8478401899337769,0.8611941933631897,0.9482752084732056
bleu1,255.0,0.21965993882921567,0.10575797619992712,0.0,0.14611986923754397,0.21874999999999997,0.2822612561817424,0.5714285714285714
bleu2,255.0,0.11169496569978896,0.09279142870347072,0.0,0.038642338619769144,0.1074172311059149,0.15953320844467922,0.5020964452534338
bleu3,255.0,0.06315065041637266,0.08386037840033847,0.0,2.9338832254074605e-103,8.740449298716185e-103,0.11195935139310348,0.4666714397329962
bleu4,255.0,0.03670992323234803,0.07116802177284404,0.0,2.0523310695303793e-155,5.885945377812054e-155,0.05580006211822576,0.42984472663158646
contextual_relevancy,255.0,0.8091357289864488,0.20308752641185907,0.2,0.7,0.8421052631578947,1.0,1.0
factual_correctness,255.0,0.6663443121112729,0.23016426025814796,0.011920291419948607,0.5460016182381886,0.7407150506689175,0.8522030209062246,1.0
faithfulness,255.0,0.8868627450980391,0.2585387057371938,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.45098039215686275,0.49856982429019814,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.30149016399487266,0.10703543870246514,0.006756756756756757,0.24316334072431633,0.30769230769230765,0.36677206093705084,0.6666666666666667
rouge2,255.0,0.10562953225610079,0.08798889865256575,0.0,0.038838612368024134,0.08695652173913043,0.1515499425947187,0.53125
rougeL,255.0,0.23331547368483127,0.09684249044697801,0.006578947368421053,0.17267080745341618,0.22222222222222224,0.2857142857142857,0.6666666666666667
