,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9623996265172735,0.11516018713942108,0.4,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8525799875165901,0.027807955570227576,0.7233883142471313,0.8383066356182098,0.8568882346153259,0.8693581223487854,0.9270869493484497
bert_precision,255.0,0.8610936964259428,0.03066430851294809,0.6905006766319275,0.8452916145324707,0.8630508184432983,0.882302463054657,0.9457272291183472
bert_recall,255.0,0.844770453490463,0.03167296264093261,0.6173889636993408,0.8309783637523651,0.8478760719299316,0.8628315329551697,0.9314903020858765
bleu1,255.0,0.21932896253856152,0.09811125712529971,0.0,0.15728437052997696,0.22465407203982832,0.27992248209081216,0.4612101411459368
bleu2,255.0,0.11160929246017527,0.08500563788266302,0.0,0.05001698630502507,0.10767638041163309,0.16953931403383404,0.407327774545164
bleu3,255.0,0.06557014106257184,0.07655930869587743,0.0,4.0473953109332635e-103,0.04833027413543315,0.12128248294400223,0.37729425089037016
bleu4,255.0,0.038199508116498214,0.06448801882650976,0.0,2.9920964988761224e-155,1.0553203581073921e-78,0.08105275035232405,0.351911486970854
contextual_relevancy,255.0,0.804670818673093,0.21316951772108364,0.2,0.7,0.8571428571428571,1.0,1.0
factual_correctness,255.0,0.7388084456509458,0.2154146473615065,0.10394280472843438,0.6910833979265811,0.8277619461437029,0.8851952801968311,1.0
faithfulness,255.0,0.88994708994709,0.24155879054700494,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.4588235294117647,0.4992815588770912,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.29976127870789077,0.1082028372464882,0.0,0.22222222222222224,0.3050847457627119,0.3682888540031397,0.6176470588235294
rouge2,255.0,0.10365022085981979,0.08650439922217452,0.0,0.035892483502333816,0.08450704225352113,0.1547008547008547,0.5151515151515151
rougeL,255.0,0.23048827582897163,0.09383917878358031,0.0,0.16568627450980394,0.22222222222222224,0.2915027537372148,0.5588235294117647
