,count,mean,std,min,25%,50%,75%,max
answer_relevancy,255.0,0.9675007780890132,0.11426245459650809,0.0,1.0,1.0,1.0,1.0
bert_f1,255.0,0.8554356941989824,0.027939291789943952,0.7101421356201172,0.8422256708145142,0.8562678694725037,0.873068243265152,0.9433783292770386
bert_precision,255.0,0.8668755005387699,0.029927927879784072,0.667251467704773,0.8544174134731293,0.8687307238578796,0.8817086219787598,0.9410683512687683
bert_recall,255.0,0.8448782191557043,0.03308308491947257,0.6173888444900513,0.827582836151123,0.8467373847961426,0.8653888404369354,0.948577880859375
bleu1,255.0,0.21651477455826898,0.10774214072576775,0.0,0.13775091767791117,0.21874999999999997,0.2916666666666667,0.6296296296296297
bleu2,255.0,0.11243040729374515,0.09327844796061584,0.0,0.029895082140147276,0.10750957198311974,0.16700018005257516,0.5822639771026017
bleu3,255.0,0.06801879815716692,0.0821422000019022,0.0,3.085714734627503e-103,0.047200161108357695,0.11463740606342569,0.5492736396377268
bleu4,255.0,0.04007671709123897,0.07027012408086657,0.0,2.0761475975243394e-155,1.2494866708550532e-78,0.0783328892876846,0.522595458703911
contextual_relevancy,255.0,0.7924986276917169,0.2037681263816684,0.15384615384615385,0.6666666666666666,0.8333333333333334,1.0,1.0
factual_correctness,255.0,0.7119415378953903,0.20386421631291762,0.09186863476236468,0.6477081841054784,0.7828665526003917,0.8613314965517463,1.0
faithfulness,255.0,0.8822408963585435,0.27461348678932024,0.0,1.0,1.0,1.0,1.0
hallucination,255.0,0.47843137254901963,0.500516947525176,0.0,0.0,0.0,1.0,1.0
rouge1,255.0,0.3070555717687121,0.10777235185129487,0.008298755186721992,0.23705004389815626,0.30769230769230776,0.37789046653144015,0.7017543859649122
rouge2,255.0,0.10878690990096382,0.09171563296835654,0.0,0.0396078431372549,0.09433962264150944,0.15559198083469927,0.6181818181818183
rougeL,255.0,0.23855877493901897,0.09895652695201702,0.008298755186721992,0.1702127659574468,0.22413793103448273,0.29647473560517035,0.7017543859649122
